# stan_version_major = 2
# stan_version_minor = 5
# stan_version_patch = 0
# model = rats_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = rats_1.data.R
# init = 2 (Default)
# random
#   seed = 1160071710
# output
#   file = rats_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,mu_alpha,mu_beta,sigmasq_y,sigmasq_alpha,sigmasq_beta,sigma_y,sigma_alpha,sigma_beta,alpha0
-438.112,0.874753,0.417886,3,7,0,238.048,245.828,251.604,231.067,233.272,250.853,228.684,248.632,282.429,221.088,258.672,228.252,248.273,269.476,243.057,242.091,238.856,236.474,254.2,246.221,251.152,223.824,231.292,247.32,231.557,258.182,256.073,242.574,217.125,240.656,6.33216,7.36657,6.34681,5.42113,6.35895,6.20815,5.83658,6.46071,6.68352,6.26702,6.78479,6.39054,5.85343,6.86416,5.81655,5.60163,6.33006,5.87587,6.32501,6.10573,6.67632,6.06344,5.96714,6.41835,6.82327,6.87237,6.60168,5.86851,5.65724,6.05378,242.589,6.22344,38.0923,170.595,0.1428,6.1719,13.0612,0.377889,105.673
-436.244,0.978576,0.417886,3,7,0,240.83,247.992,254.143,233.265,229.28,248.517,228.525,247.228,283.729,219.005,256.941,228.663,238.223,266.907,242.519,248.246,228.355,245.471,253.4,237.893,244.16,225.834,225.131,242.654,233.214,249.674,252.388,243.825,218.597,241.851,5.85585,6.6239,6.57418,5.36484,6.82268,6.25665,6.22044,6.22905,7.47343,5.54463,6.78325,5.96947,6.55483,6.46986,5.18651,6.26308,6.23353,5.76969,6.63702,6.06617,6.12221,5.86284,5.62972,5.54741,7.07014,6.19647,5.32253,5.93548,5.84991,6.18536,241.856,6.36126,29.4608,206.933,0.300975,5.42778,14.3852,0.548612,101.909
-437.922,0.986636,0.417886,3,7,0,241.652,246.159,251.168,233.272,232.905,249.287,228.506,253.279,281.239,219.232,261.224,228.255,246.687,269.43,244.33,243.828,234.385,236.119,254.73,243.437,252.448,225.562,230.909,247.966,238.158,253.457,258.336,241.117,211.397,239.205,6.29607,7.29449,6.27796,5.412,6.53213,6.38076,5.82138,6.72185,6.75141,6.0497,6.645,6.03308,5.67157,6.83842,5.50649,5.81176,6.37126,6.01595,6.07874,6.21314,6.51902,6.00833,5.68552,6.19096,6.83968,6.91012,6.51517,6.11189,5.58936,6.25011,241.475,6.07535,38.3183,175.37,0.166996,6.19017,13.2427,0.408651,107.817
-449.942,0.835016,0.417886,3,7,0,241.486,253.192,250.207,229.386,230.757,244.147,228.407,248.937,290.553,218.823,256.48,228.559,238.249,265.058,243.617,242.232,229.789,240.386,253.823,235.878,249.418,229.322,228.085,246.99,231.431,253.806,255.932,241.146,218.866,243.375,5.83094,7.19857,6.60425,5.49035,6.10839,6.03433,6.4009,6.59702,6.98138,5.63671,7.01671,6.21644,5.69295,6.74837,5.29511,5.47933,6.23096,5.60836,6.33313,6.16023,6.91679,5.72974,6.15449,5.5422,6.7113,5.94573,6.29331,6.11474,5.29671,6.09147,240.923,6.24198,44.3715,394.541,0.459888,6.66119,19.8631,0.67815,103.599
-438.573,1,0.417886,3,7,0,238.416,241.968,255.328,233.255,229.966,251.341,230.793,250.081,275.528,215.243,260.966,230.297,246.829,269.453,245.189,243.251,230.594,244.467,249.113,243.766,245.289,222.668,231.051,243.309,231.647,249.682,255.16,246.01,214.699,239.757,5.98536,6.93885,6.68361,5.08991,6.72937,6.18188,5.88708,6.49137,7.01071,5.89417,6.81278,5.84054,6.38196,6.97214,5.627,5.99561,6.38059,6.11001,6.54383,6.20198,6.32146,6.16556,5.83969,6.03274,6.84251,6.98096,5.65071,5.86274,5.82679,6.16747,239.991,6.20214,32.8963,130.446,0.148238,5.73553,11.4213,0.385017,103.544
-444.159,0.911968,0.417886,3,7,0,240.271,243.747,256.472,232.818,232.04,256.542,229.682,252.012,277.106,220.973,256.041,226.298,247.954,268.615,243.333,240.43,234.951,244.086,258.394,242.73,249.079,226.784,233.27,239.482,236.481,254.347,255.227,239.968,219.092,238.582,6.43497,7.02296,6.32015,5.31339,6.90272,6.46544,5.89357,6.4013,6.95963,5.85741,6.20865,5.65684,6.60912,7.0031,5.56355,5.89425,6.04001,5.96742,6.49276,6.24042,6.38942,6.00771,5.81622,5.95653,7.12827,7.00351,5.88908,5.8247,6.01522,6.11158,241.236,6.27932,42.0506,227.198,0.296416,6.48464,15.0731,0.544441,103.091
-431.322,0.983167,0.417886,3,7,0,238.735,250.874,249.672,232.533,233.238,245.896,228.231,248.518,287.675,214.3,258.535,229.715,239.662,268.291,245.3,246.846,229.858,235.536,252.486,241.506,247.626,222.767,227.157,247.498,232.418,250.941,253.251,242.874,217.171,245.191,5.88618,7.07882,6.71028,5.57274,6.41001,6.1587,6.20121,6.44416,7.10988,5.96231,7.2422,6.52672,5.84873,6.37977,5.48065,6.04362,6.36273,5.86973,6.26437,6.05401,6.39573,5.96936,5.87299,6.03392,6.7184,6.24714,6.22037,6.32137,5.30336,6.25622,242.868,6.21264,34.6332,180.901,0.149088,5.885,13.4499,0.38612,106.19
-427.925,0.968977,0.417886,3,7,0,240.843,251.571,249.47,231.472,231.958,244.894,229.816,247.058,285.057,220.893,262.263,226.995,242.089,268.876,240.909,246.989,231.865,239.268,250.435,241.061,248.88,227.815,228.613,244.245,234.124,252.683,253.201,242.237,221.418,241.411,6.04423,6.84444,6.59202,5.70517,6.42564,5.90389,6.06158,6.3095,7.2083,6.13645,6.59088,6.34663,6.26383,6.87159,6.07551,5.6573,6.01618,5.51598,6.03448,6.0259,6.70029,6.09384,5.6929,5.79609,6.88918,6.36997,5.81789,5.98858,5.88549,6.03952,243.639,6.27172,36.6187,182.737,0.173285,6.05134,13.518,0.416275,105.661
-430.176,0.746879,0.417886,3,7,0,237.593,251.698,254.792,232.186,232.386,247.522,225.531,247.296,284.505,221.639,263.715,231.796,241.949,267.525,242.83,243.65,231.023,241.476,250.998,241.837,245.089,225.649,229.23,249.712,237.387,254.668,251.566,242.121,219.301,238.122,5.82352,7.10959,6.77567,5.01152,6.31515,6.18998,5.75023,6.32978,7.01581,5.60333,6.92756,5.89147,5.9718,6.63804,5.23883,5.57947,6.05048,5.71781,6.67137,5.79359,5.99432,5.78338,5.60111,5.71231,7.07443,6.16556,5.91178,5.84852,5.27078,5.78927,240.933,6.02675,33.6697,217.7,0.303702,5.80256,14.7547,0.551092,108.345
-432.249,0.699012,0.417886,3,7,0,237.637,250.774,253.801,233.376,232.978,248.966,227.657,246.888,282.499,220.706,264.258,232.484,242.893,269.029,243.568,242.615,230.546,241.102,250.997,244.232,247.069,222.684,229.099,249.105,237.226,254.672,251.276,242.621,218.153,239.058,5.96293,7.03114,6.71073,5.10098,6.42625,6.24729,5.79647,6.4893,6.88875,5.51036,6.9449,5.73107,6.10187,6.67244,5.3992,5.57492,6.05079,5.66404,6.59471,5.70755,5.9383,5.63823,5.74571,5.55635,7.16263,6.25594,5.85395,5.96,5.12243,5.7423,241.432,5.99645,28.6228,207.909,0.330465,5.35003,14.4191,0.57486,109.51
-437.402,0.844505,0.417886,3,7,0,242.583,246.575,251.879,233.224,230.278,250.423,230.017,249.793,284.611,216.844,251.396,223.84,242.151,267.507,242.115,247.598,234.328,238.669,257.503,239.766,250.977,228.683,227.86,240.485,231.396,253.156,257.071,242.68,217.484,243.765,6.13044,7.2886,6.32066,5.32449,6.82148,6.07164,6.08278,6.36217,7.46412,6.07326,6.8104,6.51116,6.26876,6.84223,5.19906,6.25715,6.48461,5.92798,6.24939,6.39484,6.94607,6.00581,5.60191,6.16318,6.83233,6.92185,5.85403,5.66696,6.12596,6.4802,242.872,6.36642,44.1463,243.532,0.183313,6.64427,15.6055,0.42815,102.811
-430.479,1,0.417886,3,7,0,237.163,249.226,253.374,232.952,233.454,251.427,227.699,246.774,282.638,220.709,261.329,228.844,241.545,271.816,242.803,243.686,229.256,239.94,248.535,240.322,248.794,226.043,227.3,249.746,235.098,254.815,251.365,243.549,220.095,243.115,6.21072,6.84575,6.773,5.38887,6.27743,6.31498,5.89957,6.27967,6.79337,5.60903,6.73213,5.87127,6.24603,6.89599,5.683,5.73712,6.26086,5.76843,6.4646,6.4082,6.1456,6.20843,5.96537,5.52906,6.9642,6.39716,6.33392,5.8273,5.40999,6.00364,241.87,6.19236,27.1691,243.477,0.307134,5.2124,15.6038,0.554196,105.638
-434.085,0.86338,0.417886,3,7,0,238.098,248.183,253.688,232.432,233.836,250.131,223.879,249.762,281.583,218.467,262.453,231.695,242.51,269.798,241.964,244.262,229.298,241.578,249.854,238.229,248.622,227.134,229.275,247.243,235.864,257.396,253.315,241.712,216.523,245.652,6.30336,7.08519,6.45568,5.05754,6.51992,6.47764,5.98691,6.13866,6.66121,5.76678,7.4217,6.08982,5.89326,6.89259,5.31753,5.80655,6.25838,5.88697,6.60734,6.66258,6.50329,6.09383,5.80239,5.68927,6.90572,6.73339,6.2007,5.65692,5.78002,6.2545,243.259,6.21187,29.1995,333.462,0.211029,5.40366,18.2609,0.459379,106.598
-429.726,0.877202,0.417886,3,7,0,241.488,248.86,255.888,231.563,233.636,249.01,226.131,249.964,282.382,221.133,260.167,229.319,242.154,268.724,245.373,247.172,233.544,240.309,251.934,241.423,248.345,220.872,227.224,243.721,235.923,258.305,255.224,241.571,216.161,245.422,6.47287,6.84811,6.60717,5.09421,6.8005,6.15923,6.09122,6.4451,6.96279,5.81111,7.07936,6.61719,6.01949,6.68708,5.16833,5.81444,5.9311,5.95706,6.77922,6.138,6.29364,6.00996,5.79478,5.82535,6.98636,7.05991,6.01446,5.75031,6.1169,6.21349,241.735,6.35586,30.0122,330.741,0.235168,5.47834,18.1863,0.484941,101.906
-434.222,0.769792,0.417886,3,7,0,239.845,245.817,247.775,235.474,229.041,251.418,230.444,244.752,286.112,216.332,257.533,227.706,243.264,269.989,238.557,244.456,230.043,240.096,256.014,241.207,249.458,231.115,229.058,248.479,232.263,251.131,251.505,245.024,217.684,236.428,5.74334,7.25335,6.28987,5.59017,6.37653,6.10728,5.93479,6.5273,7.16536,5.92146,6.54076,5.61342,6.32911,6.72279,5.83387,5.98021,6.4101,5.91208,6.18787,6.13425,6.59332,5.66188,5.91961,5.98502,7.05366,6.0853,5.83272,5.8637,5.25608,6.01803,244.08,6.1704,40.4262,158.641,0.236433,6.35816,12.5953,0.486244,108.331
-430.482,0.934259,0.417886,3,7,0,238.76,250.266,259.05,233.149,236.783,245.954,227.909,251.427,279.026,222.412,260.535,226.899,241.192,266.639,245.593,246.324,234.203,240.591,253.27,243.072,247.584,220.901,230.238,245.729,235.839,253.591,253.793,241.954,219.073,243.688,6.18162,6.88736,6.61398,5.30047,6.5096,6.47183,6.34841,6.34031,6.80745,5.81987,6.68631,6.588,5.97687,6.62454,5.43736,5.86841,6.18465,5.73966,6.49111,6.09919,6.11316,6.22794,5.42563,6.0106,6.82946,6.86757,5.92191,6.08008,5.78875,6.44944,241.668,6.27778,35.8694,224.703,0.220383,5.98911,14.9901,0.46945,103.557
-433.068,0.967181,0.417886,3,7,0,240.857,251.301,255.905,232.553,234.642,246.6,228.337,252.23,282.711,220.888,262.63,226.625,241.642,264.879,242.807,242.884,232.364,243.15,253.535,243.183,249.894,226.446,232.984,247.638,237.029,251.192,256.602,240.502,220.203,239.917,6.40374,7.02052,6.40342,5.02741,6.76528,6.21809,5.99291,6.59287,6.98887,5.91119,6.55783,6.25919,5.83622,6.41893,5.10559,6.0136,6.48958,5.86115,6.65176,6.22946,6.42753,6.28176,5.98354,6.23024,6.80653,6.72408,6.041,6.09954,5.9517,5.73607,241.049,6.32427,41.1138,148.691,0.188774,6.412,12.1939,0.434481,101.915
-438.721,0.702233,0.417886,3,7,0,240.406,252.4,253.751,231.332,235.961,246.444,229.129,252.168,281.452,221.192,263.776,228.08,242.491,266.139,242.712,241.593,231.833,243.669,252.681,242.699,249.357,226.616,230.599,249.662,237.928,250.062,258.221,240.984,218.035,239.824,6.35415,6.8778,6.42316,5.01719,6.70086,6.10964,5.89181,6.52578,6.79374,5.92478,6.65084,6.29165,5.68969,6.27152,5.09824,5.89447,6.43996,5.67014,6.58041,6.27465,6.35343,6.33632,6.04221,6.14236,6.89502,6.62869,5.97962,6.05209,6.07621,5.91818,241.289,6.33815,34.9044,128.153,0.176232,5.90799,11.3205,0.4198,101.849
-438.335,1,0.417886,3,7,0,239.124,247.712,250.168,233.337,229.423,250.566,225.254,249.592,287.944,217.489,253.316,224.497,243.257,269.981,242.843,241.941,235.63,238.548,252.487,242.483,243.842,225.859,230.55,247.896,234.508,253.761,252.621,242.476,212.503,244.66,6.3477,6.96561,6.31088,5.73992,6.13096,6.34126,5.58843,6.51238,6.51759,5.87208,6.58251,6.20196,6.31973,6.70931,5.94187,6.33646,6.47051,6.11083,5.84698,6.01546,6.4593,5.66401,5.9637,5.6942,6.9077,6.56082,5.66556,5.93424,5.87354,6.0401,243.305,6.04764,43.7287,237.786,0.130245,6.61276,15.4203,0.360894,110.257
-444.357,0.901105,0.417886,3,7,0,243.194,248.372,249.839,234.701,230.278,249.374,232.449,246.354,281.066,215.934,258.266,226.247,242.793,272.688,248.414,251.004,229.483,242.479,255.159,242.803,250.772,221.659,230.344,244.079,231.905,259.564,258.217,246.468,218.082,241.792,6.29075,6.80448,6.00592,5.52425,5.94507,5.83347,6.20319,6.29482,6.64488,5.70467,6.47181,6.52359,6.13589,6.53006,5.5636,6.06551,6.17813,5.56798,6.7379,6.07298,6.22713,5.68153,6.10093,6.02658,6.17332,6.21366,5.80572,5.85,5.91998,6.36087,239.351,6.22761,50.8366,268.15,0.1119,7.12998,16.3753,0.334514,102.343
-434.752,1,0.417886,3,7,0,237.266,245.2,251.918,230.873,233.044,252.842,226.362,246.852,282.77,223.662,261.179,228.598,236.767,268.251,238.261,244.37,233.851,237.043,255.372,238.576,243.294,227.742,228.201,246.118,231.944,254.034,250.854,245.747,212.997,240.457,6.04348,6.75041,6.58816,5.56785,6.72438,6.34669,5.97408,6.5354,6.89105,6.22017,6.73664,6.09243,5.96329,6.56155,5.75249,6.06882,6.55044,6.16727,5.77914,6.10192,6.60636,6.01496,5.90535,5.7176,7.12691,6.77212,5.83663,5.7503,5.83775,6.244,242.541,6.13595,35.0077,212.576,0.151071,5.91673,14.58,0.388679,107.55
-443.684,0.592819,0.417886,3,7,0,240.922,240.275,255,232.476,234.384,255.118,229.811,246.933,284.554,219.789,257.403,233.517,234.865,266.642,241.54,244.466,232.444,238.374,261.589,238.952,246.165,223.221,227.841,246.455,235.389,256.397,252.003,243.537,215.74,238.012,5.61817,6.98721,6.07614,5.46473,6.7338,6.16371,6.12513,6.51385,6.82226,5.93657,6.67578,6.24234,5.98881,6.72673,5.34771,5.99889,6.36987,6.50745,5.83713,6.20977,6.68649,5.89329,5.67486,5.79586,7.11934,6.67946,6.23874,5.75563,5.72033,6.432,240.886,6.2227,42.7506,181.568,0.146258,6.53839,13.4747,0.382437,103.986
