# stan_version_major = 2
# stan_version_minor = 5
# stan_version_patch = 0
# model = rats_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = rats_2.data.R
# init = 2 (Default)
# random
#   seed = 1160071740
# output
#   file = rats_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,mu_alpha,mu_beta,sigmasq_y,sigmasq_alpha,sigmasq_beta,sigma_y,sigma_alpha,sigma_beta,alpha0
-438.461,0.984843,0.400844,3,7,0,237.78,243.469,253.084,231.95,233.907,249.924,226.374,243.683,282.934,220.475,258.836,225.92,238.531,267.502,243.643,244.513,225.246,235.601,256.581,242.333,250.561,226.035,228.01,244.138,236.473,255.819,257.138,240.234,215.991,243.226,6.00181,6.99243,6.68282,5.89039,6.63739,5.88864,6.40644,6.66775,7.17501,5.5415,6.99256,6.42461,5.84498,6.88423,5.79892,5.6751,6.3773,5.90379,6.55255,6.19148,6.34271,6.19972,5.93243,5.55551,6.70453,6.477,6.32659,6.06285,5.75122,6.49625,239.363,6.27935,44.301,311.703,0.172467,6.6559,17.6551,0.415292,101.217
-440.383,0.857984,0.400844,3,7,0,240.416,247.801,252.165,231.818,231.04,248.61,230.828,251.521,285.216,216.095,261.712,228.268,241.804,268.178,244.909,248.63,227.618,235.142,253.806,244.053,248.627,221.901,227.9,246.217,235.166,254.135,253.865,241.041,218.489,244.198,5.52787,7.14712,6.6942,5.16749,6.66214,6.03937,6.39539,6.52564,6.45632,5.79875,6.50467,5.83515,5.84689,6.20414,5.94164,5.55258,6.43677,6.1702,6.45651,6.46788,6.40621,6.07455,6.06399,5.8085,7.36872,6.69704,6.01741,5.68179,5.43443,6.10424,237.823,6.14867,35.1386,249.767,0.214545,5.92778,15.804,0.46319,102.552
-443.826,0.90322,0.400844,3,7,0,240.568,250.103,249.909,231.551,228.385,245.964,234.111,242.991,282.445,220.305,261.071,225.773,240.65,267.092,241.187,243.445,234.697,243.06,249.783,236.293,251.267,227.248,223.393,246.03,235.74,253.972,258.677,246.607,216.415,240.009,6.39015,6.864,6.6189,5.40369,6.14846,5.9508,6.02415,6.57259,7.24628,6.00035,6.97287,6.36916,6.36658,6.86119,4.8923,6.12961,6.50596,5.42143,6.74073,5.787,6.88585,6.14863,5.47481,5.94762,7.0866,6.54867,5.43688,5.67851,6.08424,6.24671,241.143,6.21745,43.3274,252.312,0.350427,6.58236,15.8843,0.591968,104.359
-441.187,0.999724,0.400844,3,7,0,238.209,248.963,249.521,233.679,228.221,252.03,230.96,245.922,281.442,215.129,260.979,221.389,242.243,268.849,239.397,246.797,236.105,236.682,250.482,236.547,249.374,227.956,224.96,245.825,234.899,252.502,257.197,241.789,219.6,239.464,6.52362,7.04454,6.47423,5.55396,6.29873,6.55503,6.10344,6.63558,7.4058,5.99666,6.78388,6.00925,6.48433,6.15057,5.04633,5.79488,6.26684,6.02481,6.60156,5.65488,6.65302,6.1833,5.46205,6.11602,6.84118,6.53307,5.94041,5.85509,6.04912,6.20013,242.158,6.37912,41.7485,179.622,0.190504,6.46131,13.4023,0.436468,101.818
-444.082,0.967045,0.400844,3,7,0,240.864,247.27,252.407,228.445,234.833,247.756,228.923,250.905,288.24,219.272,262.988,233.503,241.89,265.478,242.159,246.639,228.176,237.85,258.162,246.499,244.764,222.668,230.402,245.102,236.279,251.42,253.843,239.862,218.797,240.287,6.05611,7.10478,6.59426,4.926,6.947,6.22551,5.84157,6.16353,7.17324,5.9987,6.76276,6.61006,6.17961,6.81871,5.31321,5.80819,6.80651,6.38975,6.5746,5.71233,6.22167,6.15579,5.61865,5.68739,7.54559,6.56013,6.11643,5.78206,5.4892,6.19019,239.275,6.21103,28.1366,187.955,0.436887,5.30439,13.7097,0.660974,102.633
-443.457,0.992009,0.400844,3,7,0,239.225,248.624,252.943,236.633,227.392,251.755,227.614,246.079,278.628,218.716,253.674,222.093,242.934,272.197,243.417,243.949,236.198,243.396,248.881,236.14,252.693,227.066,226.266,244.985,232.378,256.577,255.122,246.291,216.404,242.833,6.06914,7.06105,6.41715,5.66848,6.38797,6.15088,6.11499,6.67526,7.00024,5.70537,6.87005,5.63346,6.18897,6.60976,5.4935,6.02606,5.75318,5.28075,6.24871,6.39696,6.67862,5.55556,5.86206,6.10248,6.35956,6.56692,5.69261,5.93263,5.81747,6.08891,245.045,6.22078,38.5923,229.994,0.135348,6.21227,15.1656,0.367897,108.188
-429.529,0.91952,0.400844,3,7,0,240.701,243.173,252.346,233.489,228.782,247.514,228.091,246.07,282.58,226.024,262.821,226.065,239.994,268.887,243.734,241.847,232.341,241.347,256.877,241.397,249.758,225.844,227.157,245.384,235.654,254.291,256.015,240.083,220.318,240.05,6.17709,6.97289,6.35465,5.13476,6.47667,6.47086,6.09356,6.51908,6.96678,5.81926,6.88281,6.47076,6.11875,6.43575,5.81404,5.6065,6.41196,6.08562,6.72576,5.84656,6.47417,6.06706,5.6227,5.88475,7.23695,6.10136,6.05248,6.02034,5.54548,6.193,241.479,6.20875,30.8172,219.957,0.239841,5.55133,14.8309,0.489736,104.886
-431.997,0.729027,0.400844,3,7,0,238.349,250.389,253.452,230.709,234.19,248.28,226.1,247.905,285.182,215.101,253.917,229.234,245.674,265.684,244.679,248.163,227.508,239.272,250.354,240.629,248.68,225.851,232.867,245.928,235.606,252.406,254.611,246.017,212.513,240.668,5.93668,6.96484,6.79609,5.31987,6.28542,5.91807,5.96336,6.29995,7.09514,5.88307,6.85061,5.78252,6.33539,7.26492,5.11587,5.88534,6.11307,5.8643,6.45779,6.2265,6.46265,6.11345,5.83552,5.97649,6.45998,6.82009,5.693,5.78985,5.60812,6.05953,240.481,6.16568,35.9148,166.79,0.214877,5.9929,12.9147,0.463549,104.836
-427.749,0.796769,0.400844,3,7,0,238.951,249.384,251.997,234.265,235.501,247.902,227.569,246.162,282.319,218.863,252.877,227.233,247.78,266.199,242.463,247.667,229.979,239.295,247.176,241.896,252.3,224.588,230.863,242.652,235.394,254.094,253.832,242.781,216.693,242.794,6.20698,6.88672,6.14494,5.48337,6.52349,6.27111,5.91951,6.3953,7.19031,5.5888,6.86203,5.78625,6.23892,7.0371,5.16107,5.8972,6.38036,5.62036,6.04637,6.07947,6.3152,5.81352,5.77334,6.214,6.71302,6.43747,5.80816,5.85929,5.55549,6.20644,239.773,6.15637,38.5274,190.549,0.239394,6.20705,13.8039,0.489279,104.333
-432.398,0.90638,0.400844,3,7,0,233.682,248.256,253.247,229.891,229.164,247.425,227.064,247.868,282.812,215.563,259.215,225.383,239.413,275.115,242.692,246.007,234.144,239.975,254.365,235.912,248.224,224.61,228.043,243.127,235.666,249.831,254.991,242.187,216.132,239.709,6.31412,6.84955,6.61607,5.34978,6.40978,5.97663,6.10483,6.42822,6.81773,6.16811,7.19816,6.19711,6.53916,6.47109,5.37679,5.96631,6.45694,5.83097,6.11058,6.21176,6.48315,5.97966,5.44554,5.81879,6.99817,6.61089,5.79542,5.7341,5.97736,6.14634,239.897,6.15527,27.2886,179.781,0.173656,5.22385,13.4082,0.41672,104.481
-431.303,0.916891,0.400844,3,7,0,242.769,249.367,254.656,227.578,236.3,247.585,233.144,246.326,282.854,217.774,262.87,230.945,240.974,268.994,243.351,248.495,231.97,240.32,252.72,239.028,248.123,225.496,226.498,241.411,235.986,255.669,253.579,244.493,216.14,238.997,6.0614,7.29396,6.58918,5.24907,6.49086,6.1443,5.87956,6.36979,7.12325,5.86663,6.85629,6.2343,6.1449,6.69591,5.21374,5.79098,5.92908,5.60007,6.34012,6.57442,6.47014,5.71957,5.96339,5.48262,7.30643,6.58264,5.56276,6.21,6.06535,6.39371,241.013,6.2071,30.9764,214.331,0.298898,5.56565,14.6401,0.546716,104.457
-437.631,0.775918,0.400844,3,7,0,238.258,252.669,251.26,233.159,232.232,251.143,227.682,249.618,282.862,216.323,257.449,225.008,245.49,269.011,241.716,247.242,230.883,232.132,251.378,240.831,243.964,223.468,223.764,246.345,232.772,257.534,256.935,239.812,221.376,241.068,5.71272,6.91434,6.69916,5.70685,6.40443,6.09104,6.08834,6.4111,7.15562,6.23861,6.7978,6.62412,6.51513,6.4968,5.49429,5.91331,6.26678,5.63953,6.35376,6.19307,6.35748,5.87261,5.22734,6.34881,6.63122,6.65289,5.88039,5.87212,5.35612,6.04245,241.818,6.17026,38.2285,194.566,0.26784,6.18292,13.9487,0.517533,106.072
-441.96,0.89793,0.400844,3,7,0,243.292,248.867,250.565,230.121,229.471,248.479,231.435,246.029,279.237,216.758,258.422,228.392,241.271,268.445,240.025,246.109,231.503,246.553,254.966,246.572,251.364,226.079,228.048,247.057,242.288,251.549,252.763,241.695,215.095,244.75,6.52642,6.96097,6.14863,5.27855,6.4894,6.23959,5.91325,6.39489,7.53193,5.94242,6.99384,5.66477,5.98371,6.5933,5.30921,5.90981,6.11123,5.67196,6.8385,6.17552,7.20524,5.9979,5.65453,5.63365,7.29802,6.1509,6.06552,5.79417,5.57137,6.16143,243.325,6.11159,39.3774,196.379,0.326952,6.27514,14.0135,0.571797,108.87
-454.14,0.738761,0.400844,3,7,0,234.406,252.967,252.624,231.349,235.084,250.786,234.768,246.592,284.094,221.719,257.847,230.118,242.675,265.392,240.191,244.227,232.737,234.669,252.194,243.389,248.042,227.38,223.989,238.286,231.35,257.347,255.23,243.045,222.03,243.151,5.60295,7.03531,6.46145,5.1729,6.45617,6.23267,5.26158,6.55161,6.74426,5.97224,6.36815,6.49785,6.26245,6.47191,4.80212,5.70013,6.66355,6.08606,6.25287,6.0592,5.48496,5.66513,5.69321,5.56066,6.8884,6.92748,6.03343,5.65422,5.9966,5.78056,242.012,6.11372,49.813,166.885,0.387686,7.05783,12.9184,0.622644,107.51
-435.926,0.996685,0.400844,3,7,0,243.552,245.506,251.24,233.06,229.08,249.653,227.955,249.975,281.15,218.738,259.518,232.331,243.036,263.761,242.468,245.277,234.75,241.961,258.629,242.341,252.558,222.372,226.663,248.135,234.56,253.931,254.483,240.719,213.862,243.468,6.36232,6.69622,6.48115,5.78473,6.34886,6.10245,5.75286,6.12578,7.25935,5.54538,6.68897,5.83587,5.81555,6.56425,5.91036,6.22016,6.28941,5.80402,6.63112,5.96899,6.18724,6.02746,5.698,6.17129,7.19474,6.31115,5.73314,5.66355,5.57595,6.11158,240.552,5.99761,35.0084,299.11,0.180089,5.91679,17.2948,0.424369,108.605
-435.438,0.955748,0.400844,3,7,0,243.084,245.494,249.105,235.185,230.57,248.691,227.615,249.819,278.972,219.027,258.917,228.52,242.932,263.557,240.326,245.807,233.128,240.866,256.059,245.201,247.243,224.317,227.853,252.034,235.905,251.479,254.466,244.628,210.877,243.066,5.92235,6.49063,6.33239,5.83707,6.32298,6.04733,5.83173,6.13595,7.14847,5.88598,7.01292,5.76174,6.08901,6.51045,5.81803,6.08154,6.61586,5.68079,6.66635,5.84893,6.38974,5.79099,5.71613,5.86842,6.99831,6.38789,6.07047,5.90704,5.49094,6.13638,242.641,6.12994,31.9402,209.349,0.195209,5.65157,14.4689,0.441825,107.783
-425.067,0.996092,0.400844,3,7,0,238.338,246.7,252.839,232.177,234.649,249.806,227.476,247.55,283.675,216.865,258.639,226.155,241.988,271.883,245.464,244.922,230.472,238.841,248.922,243.047,249.46,224.958,230.037,244.907,231.534,254.479,252.172,242.342,220.163,238.101,6.32589,7.30789,6.49664,4.87281,6.67926,6.13169,6.01069,6.05105,6.95338,5.39679,6.5221,6.17041,6.13528,6.86241,5.37297,5.73711,6.10349,5.79532,6.53566,5.91086,6.35062,6.08363,5.44523,5.84944,6.64114,6.9176,5.68312,5.87327,5.89548,5.9713,240.888,6.1655,30.2541,210.327,0.219731,5.50037,14.5027,0.468755,105.247
-422.448,0.527498,0.400844,3,7,0,236.708,246.029,251.892,231.522,232.833,246.384,228.782,246.252,284.961,218.031,258.902,226.96,243.234,271.749,244.708,242.83,232.307,238.305,252.137,241.962,249.251,225.181,228.951,246.596,232.032,253.593,251.126,242.954,218.564,238.472,6.43165,7.31222,6.40374,4.89851,6.77653,6.19711,6.03462,5.92578,7.2112,5.57056,6.56616,6.06999,6.22843,6.83549,5.24459,5.72117,5.91218,5.74391,6.59321,5.98361,6.3606,6.07445,5.61521,5.97546,6.75174,6.7008,5.89788,5.77522,5.8509,6.13504,243.29,6.16405,31.1902,225.306,0.247036,5.58482,15.0102,0.497028,107.681
-423.97,0.963276,0.400844,3,7,0,243.167,249.986,251.527,233.887,230.523,251.824,228.513,250.592,281.909,220.807,257.844,229.402,241.518,265.481,241.684,246.705,232.219,242.633,256.105,241.931,248.983,225.91,227.758,243.754,236.892,254.411,257.565,242.846,217.255,244.501,5.76596,7.02702,6.6047,5.56962,6.51915,6.36811,5.84152,6.94479,7.14253,6.00042,7.25611,6.20615,6.06959,6.79584,5.51248,6.02259,6.64984,5.68001,6.30797,6.10931,6.34413,5.49311,5.74749,5.76323,7.3174,6.52053,5.83975,5.68346,5.28235,6.30337,242.785,6.28992,28.3523,143.568,0.395413,5.32469,11.982,0.628819,104.407
