# stan_version_major = 2
# stan_version_minor = 5
# stan_version_patch = 0
# model = rats_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = rats_4.data.R
# init = 2 (Default)
# random
#   seed = 1160071740
# output
#   file = rats_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,mu_alpha,mu_beta,sigmasq_y,sigmasq_alpha,sigmasq_beta,sigma_y,sigma_alpha,sigma_beta,alpha0
-432.134,0.788712,0.453951,3,7,0,246.709,248.064,248.302,233.675,234.575,253.81,231.057,247.784,283.723,218.723,261.278,226.394,243.366,270.744,248.842,247.216,230.998,241.152,255.763,244.271,252.638,223.814,224.685,243.78,233.915,251.504,256.846,241.626,217.575,240.979,6.06661,7.49542,6.56384,5.48499,6.45569,6.07254,6.13054,6.60556,6.78153,5.97178,6.7149,5.95428,6.34803,6.86428,5.6461,5.68762,6.54794,5.99196,6.20689,5.99747,6.4902,6.137,5.98273,5.95982,6.54775,6.6891,5.9848,5.95519,5.68949,5.91541,246.017,6.29808,35.741,230.284,0.129498,5.97838,15.1751,0.359858,107.459
-428.327,0.759421,0.453951,3,7,0,235.905,250.112,253.681,227.485,229.265,245.449,231.712,248.204,286.822,221.545,260.583,229.812,241.03,266.961,242.199,243.878,234.192,240.398,253.933,239.352,246.617,227.339,230.885,243.072,233.569,255.34,254.16,242.794,216.539,239.831,6.25157,6.82828,6.62443,5.31221,6.40347,6.30889,5.66801,6.39397,7.25867,5.80824,6.37447,6.30095,6.11732,6.46831,5.42322,6.19155,6.3604,5.7381,6.78338,6.35771,6.40258,5.60739,5.51302,5.86762,6.95821,6.44176,6.04579,6.01566,5.37854,6.3321,241.888,6.26241,29.3638,229.713,0.360266,5.41884,15.1563,0.600222,104.115
-428.966,0.876882,0.453951,3,7,0,240.385,246.983,249.612,228.303,229.107,253.301,227.958,249.536,282.906,215.834,258.322,224.529,245.816,265.452,243.741,248.61,228.651,241.257,257.48,243.408,250.749,224.327,229.316,243.934,234.176,254.124,256.715,243.236,219.298,242.11,5.88599,6.72402,6.46647,5.4941,6.43773,6.09274,6.23873,6.25736,6.79807,6.11937,7.01513,5.93696,6.13104,6.66615,5.43184,5.82313,6.15715,5.89775,6.49501,5.7352,6.44307,5.78962,5.72648,5.96511,6.83027,6.67749,5.87812,5.81938,5.61344,6.47902,234.205,6.09678,37.2308,350.498,0.120302,6.10171,18.7216,0.346846,100.076
-437.511,0.688853,0.453951,3,7,0,245.215,246.378,257.647,236.96,229.893,245.47,229.542,247.344,284.343,220.665,260.436,230.086,240.3,268.412,245.958,241.435,234.877,239.44,248.308,244.378,251.443,228.707,226.397,242.042,234.5,254.404,253.607,244.921,216.479,240.572,6.19153,6.93821,6.30708,5.48389,6.59954,5.92386,5.59314,6.42197,7.00266,5.81954,6.51831,6.30863,6.15894,6.39369,5.7496,6.18702,6.16572,5.89632,6.28706,6.44206,6.09007,5.83931,5.83011,5.73482,6.69619,6.06259,5.74132,5.80996,5.94459,5.75547,249.093,6.07241,43.7393,164.941,0.183022,6.61357,12.8429,0.42781,115.5
-429.093,0.904126,0.453951,3,7,0,236.649,250.389,252.096,234.547,231.283,247.362,225.946,250.433,285.599,222.933,258.449,228.226,243.046,270.959,243.081,244.676,231.072,241.084,250.514,240.217,248.309,226.624,231.465,245.146,231.138,247.774,252.488,241.921,217.79,242.061,5.80257,7.04797,6.31798,5.74269,6.52264,5.83079,6.39434,6.28,7.08345,5.9216,6.45787,6.1532,6.43357,6.65064,5.54237,5.8284,6.48763,5.83816,6.16985,6.25592,6.67809,5.93725,5.38287,6.11303,6.81639,6.66685,6.11049,5.67456,5.50552,5.92608,238.631,6.18895,36.4417,262.277,0.163583,6.03669,16.195,0.404454,102.474
-436.69,0.777845,0.453951,3,7,0,243.383,246.472,252.816,233.042,233.467,248.673,225.363,240.704,283.688,221.304,256.381,230.855,244.438,262.122,245.812,244.493,227.011,240.19,252.539,239.333,249.634,221.586,228.488,243.595,235.87,261.364,255.606,243.141,214.515,242.039,6.35576,6.92538,6.5129,5.07788,6.74009,6.54609,5.83403,6.21338,6.9527,6.06264,7.05471,5.79257,6.18764,6.55022,5.49062,6.2575,6.05726,6.2146,6.8372,6.20696,6.36794,6.04498,5.98222,5.8179,6.81633,6.54341,5.95587,5.87243,5.60715,6.25615,241.244,6.26324,42.008,186.687,0.234138,6.48136,13.6633,0.483878,103.453
-443.301,0.76074,0.453951,3,7,0,233.511,252.337,251.446,235.752,230.331,251.233,229.027,254.305,284.304,217.753,259.823,231.501,246.902,264.636,240.596,246.555,236.965,240.007,255.167,243.839,254.385,228.043,231.348,239.934,237.197,249.017,254.814,243.732,219.567,240.39,6.04925,7.00718,6.20912,5.80101,6.72752,5.95631,6.23302,6.47297,6.98517,6.00985,7.1442,6.33174,6.24078,6.97668,5.26601,5.87167,6.55672,5.44607,6.65543,6.32483,6.74557,5.97091,6.02043,5.965,7.10232,6.2315,5.8729,6.3897,5.50319,6.1398,245.582,6.31891,42.2181,188.146,0.298155,6.49754,13.7166,0.546036,106.567
-444.714,0.848734,0.453951,3,7,0,246.295,241.205,253.1,229.778,233.912,247.495,228.723,241.969,279.461,221.142,255.602,226.718,238.054,270.339,245.104,244.545,228.014,240.704,251.561,240.804,242.483,221.123,230.183,249.798,230.639,257.949,253.316,241.537,217.692,243.226,6.05818,6.90966,6.62004,5.19476,6.33589,6.38005,5.7868,6.30897,6.88554,5.79566,6.31038,5.92983,6.2279,6.17756,5.73025,6.00995,5.95339,6.36616,6.08869,5.83264,6.06475,5.81937,5.59596,5.92193,6.5454,6.75347,5.98482,5.40815,5.94782,6.13931,240.309,6.03162,46.1752,210.173,0.198922,6.79523,14.4974,0.446007,107.613
-438.953,0.952494,0.453951,3,7,0,240.922,242.881,254.626,231.272,233.744,248.107,228.204,245.623,280.44,217.99,257.598,227.214,239.423,272.022,241.121,246.021,228.615,240.951,251.12,243.707,244.475,220.529,228.633,253.016,232.941,253.712,251.787,243.137,217.74,243.09,6.11282,6.67354,6.8212,4.98806,6.16926,6.42333,6.02235,6.49979,6.96844,5.8157,6.8507,5.97413,6.32325,6.41345,5.57258,5.93563,6.04793,6.16241,6.46227,6.26868,6.00504,5.92344,5.73006,5.95949,6.90946,6.77794,5.71521,5.44524,5.90766,6.18888,238.627,6.09934,51.3137,218.856,0.179591,7.16336,14.7938,0.423782,104.442
-440.294,0.983323,0.453951,3,7,0,235.5,247.141,250.044,227.541,233.442,250.642,228.163,250.495,281.751,217.836,255.654,226.893,235.887,271.709,242.495,245.704,232.053,237.641,254.111,245.272,248.065,220.634,229.834,238.311,234.317,252.777,252.668,245.891,218.189,238.604,5.91497,7.15754,6.07214,5.76407,6.61926,6.33991,6.11322,6.35196,6.90474,5.51723,6.46313,6.28614,6.35649,6.81391,5.26474,5.88321,6.25425,5.50094,6.25181,6.23418,6.39361,5.9122,6.01418,5.71767,6.74591,6.16411,5.97196,6.21252,5.41123,6.58113,239.433,6.24105,30.254,305.344,0.190234,5.50037,17.4741,0.436159,102.129
-425.893,0.976249,0.453951,3,7,0,236.74,243.943,251.381,231.099,231.625,248.3,226.761,248.52,282.83,217.568,254.558,225.475,243.681,268.243,244.365,243.585,230.54,239.878,252.01,243.234,251.479,224.235,230.299,243.434,233.375,252.566,254.157,246.001,219.311,239.062,5.85975,6.84445,6.04916,5.51263,6.55564,5.99932,6.06687,6.01448,6.99152,5.85997,6.31753,6.18831,6.41222,6.60091,5.32277,5.96272,6.09729,5.95751,6.19851,6.1538,6.19925,5.87447,5.64504,5.50614,6.99386,6.13545,5.9143,5.63424,5.58935,6.29888,244.384,6.1367,31.4976,303.161,0.147432,5.61227,17.4115,0.383969,109.376
-438.356,0.575294,0.453951,3,7,0,240.911,245.92,254.699,231.784,237.207,255.045,228.025,246.224,287.28,222.65,256.769,228.73,241.462,268.639,240.667,240.916,233.476,239.016,253.648,239.471,248.796,224.243,230.984,241.781,230.589,256.72,250.422,240.646,219.872,241.528,6.61615,7.08706,6.61432,5.41021,6.42306,6.41301,5.8955,6.81408,6.97115,5.95537,6.89044,6.17569,5.78246,6.33772,5.5907,5.619,6.13421,5.10852,6.71182,6.1145,6.62578,5.80913,5.71828,5.82672,6.54325,6.43884,5.77491,6.16862,5.74741,5.9697,242.961,6.09127,40.9067,195.594,0.230029,6.39583,13.9855,0.479614,108.953
-435.51,0.945838,0.453951,3,7,0,238.068,250.14,249.815,231.228,228.797,245.529,228.231,249.824,278.492,215.522,260.274,226.829,241.54,269.136,242.794,245.686,231.606,241.539,254.493,242.998,245.558,223.93,224.311,244.181,232.488,255.933,260.163,247.333,216.237,244.076,5.51125,7.0076,6.45426,5.55837,6.50315,6.0581,5.97682,6.039,7.03983,5.90377,6.48061,6.18048,6.23126,6.87665,5.20372,6.29698,6.176,6.39265,5.94045,5.95453,6.11098,5.76996,6.04647,5.84892,6.79389,6.8592,5.81061,5.47003,5.67274,6.07425,240.394,6.1392,35.7036,247.548,0.192511,5.97525,15.7336,0.438761,105.332
-433.751,0.986149,0.453951,3,7,0,239.433,247.155,255.138,233.292,233.269,253.848,229.908,245.696,287.878,223.556,255.274,228.446,241.989,266.597,242.67,244.223,232.812,239.559,252.56,242.086,251.563,225.83,230.262,244.825,235.551,251.731,248.362,238.385,217.266,240.546,6.56246,6.97142,6.5385,5.21214,6.40058,6.20819,5.97605,6.69327,6.938,5.69469,7.08967,6.16664,6.10629,6.4208,5.71914,5.53242,6.38453,5.34466,6.72344,6.15135,6.61224,5.91874,5.55317,6.19698,6.75789,6.12379,6.03761,6.32059,5.61819,6.21602,243.095,6.23827,36.0809,165.964,0.228765,6.00674,12.8827,0.478293,105.853
-442.654,0.604421,0.453951,3,7,0,239.245,246.198,254.162,235.845,234.487,247.542,229.054,248.456,287.59,222.267,258.808,225.831,242.093,265.742,240.908,245.163,230.892,239.581,253.965,247.454,248.543,223.357,229.81,247.088,236.359,255.678,249.13,239.569,219.223,244.271,6.2664,6.99893,6.34348,5.27033,6.375,5.93709,5.67727,6.27284,6.82829,5.52985,7.331,6.49336,5.84562,6.71022,5.6146,5.97696,6.23301,5.7787,6.87308,6.73755,6.61174,6.20412,5.65927,5.94541,6.65471,6.31698,5.89779,6.16177,5.66731,6.24984,243.985,6.27634,26.797,199.495,0.390023,5.17658,14.1243,0.624518,105.906
-444.636,0.996978,0.453951,3,7,0,244.641,247.069,252.066,227.619,226.843,248.093,225.573,249.845,280.424,216.106,256.951,225.75,242.618,269.555,241.567,245.199,232.19,241.781,256.774,238.584,248.185,226.893,228.084,240.658,232.079,252.678,261.424,249.48,216.377,242.941,6.1825,7.18089,6.63991,5.4542,6.56793,6.38881,6.50596,6.81488,7.15209,5.79274,6.44918,5.971,6.31782,6.79266,4.97434,5.73868,6.74088,5.65332,6.37399,5.66444,6.04036,5.70117,5.85136,5.69865,7.27819,6.6297,5.77805,5.81156,5.68584,5.99132,240.982,6.22345,49.5789,200.966,0.195167,7.04123,14.1763,0.441777,104.066
-435.367,1,0.453951,3,7,0,236.193,247.534,252.954,235.84,236.034,250.519,231.495,246.659,284.607,221.634,258.942,231.345,242.111,266.744,243.456,244.335,232.228,240.023,251.978,244.563,248.718,224.721,226.658,246.931,236.635,254.543,248.646,237.3,219.772,240.609,6.05097,7.04869,6.48209,5.09467,6.57346,5.98688,5.43262,6.05074,7.2293,6.02159,7.19664,6.19386,6.20489,6.60703,5.57193,6.05583,5.88972,5.85505,6.39912,6.39931,6.71745,5.99275,5.6834,5.80394,6.47768,6.2356,5.95447,5.81298,5.37241,6.17956,243.319,6.06555,28.5403,180.789,0.440153,5.34231,13.4458,0.66344,109.877
-441.401,0.817342,0.453951,3,7,0,243.028,247.842,255.37,230.667,228.783,249.306,225.519,252.543,281.113,216.202,257.043,223.532,246.203,271.196,240.216,246.08,233.516,239.231,254.418,236.846,248.659,226.223,231.614,242.459,236.933,253.73,259.317,247.911,214.617,237.529,6.08621,6.84169,6.43936,5.7483,6.48704,6.31592,6.555,6.5961,6.63547,5.6374,6.12332,5.96954,6.06407,6.61668,5.36071,5.87147,6.54044,5.78401,6.24135,5.65107,6.00458,5.82457,5.75635,5.94443,7.14442,6.79828,5.7904,5.84591,5.87433,6.12859,241.979,6.16784,51.0367,235.127,0.209387,7.144,15.3338,0.457588,106.286
-433.26,0.883511,0.453951,3,7,0,236.899,247.761,250.479,233.915,234.073,249.51,231.677,245.028,284.586,221.884,259.026,232.808,238.829,266.018,245.885,246.01,230.864,241.596,252.575,246.246,250.196,224.575,224.484,247.192,233.492,254.08,250.113,239.419,221.289,244.526,6.14832,7.17744,6.4572,5.0533,6.61022,6.07223,5.60308,6.24824,7.35817,6.07741,7.2804,6.29057,6.26064,6.68588,5.60039,6.09217,6.05615,5.95563,6.50986,6.47024,6.7265,5.93601,5.81568,5.85809,6.61638,6.36166,6.03628,5.91053,5.6006,6.13807,242.78,6.16125,29.7787,231.048,0.188553,5.45698,15.2003,0.434227,107.233
-437.463,0.986703,0.453951,3,7,0,243.156,249.011,252.817,230.736,227.778,249.868,225.793,250.379,280.218,218.059,257.882,225.472,247.189,270.494,239.373,244.704,234.402,237.466,255.832,237.703,248.406,227.025,232.882,244.342,235.621,255.679,259.075,247.031,214.179,239.475,6.09598,6.91111,6.6532,5.76966,6.62661,6.29934,6.48626,6.70808,6.75305,5.88128,6.27719,6.22035,6.12931,6.71672,5.28733,5.77859,6.57956,5.96876,6.22978,5.69128,6.09682,5.8215,5.74741,6.08965,7.16237,6.94369,5.85622,5.89857,5.69029,6.2298,243.488,6.35776,38.1235,158.477,0.262396,6.17442,12.5888,0.512247,103.618
-444.294,0.806758,0.453951,3,7,0,241.372,248.977,247.301,235.527,233.83,248.889,231.98,246.27,282.165,217.158,262.347,229.509,239.663,267.058,243.22,244.234,229.605,244.241,256.693,239.051,248.619,223.322,225.954,252.102,234.711,250.951,249.918,243.968,220.004,241.904,6.00268,7.11168,6.96334,5.14174,6.9148,6.60347,5.56597,6.40006,7.48748,5.64467,7.60016,5.98919,6.20303,6.9243,5.56187,5.71008,5.97931,5.60206,6.5696,6.06644,6.78277,5.89683,6.06967,5.8872,6.93061,6.88759,5.77531,5.8418,5.21525,6.45535,246.622,6.21342,32.8282,256.988,0.34275,5.72959,16.0309,0.585448,109.927
-443.225,0.979466,0.453951,3,7,0,238.416,246.611,258.518,228.335,229.222,250.519,224.468,250.067,284.726,221.299,252.959,226.65,245.774,269.57,242.408,246.34,235.073,236.532,250.671,244.495,248.336,227.113,230.482,237.831,234.227,257.597,258.209,242.365,215.99,241.177,6.17368,7.08794,6.08055,5.64665,6.33224,5.78391,6.1296,6.53644,6.97612,6.06347,6.13671,6.30482,6.22192,6.50961,5.16994,6.10081,6.55151,6.1313,6.30671,6.00489,6.10586,5.87031,5.436,5.9163,7.00552,6.3413,5.99341,5.87753,6.16837,5.84138,238.601,6.26887,43.5353,183.966,0.136381,6.59813,13.5634,0.369299,100.686
-438.403,1,0.453951,3,7,0,242.371,248.696,251.632,231.112,231.196,252.319,228.487,252.128,282.443,219.675,257.818,231.39,243.046,264.846,242.795,244.304,229.284,242.298,249.24,242.568,245.009,219.399,230.065,251.82,234.821,255.037,252.126,242.506,218.274,237.519,5.8394,7.24589,6.46309,5.6042,6.68148,6.15581,5.91918,6.46252,7.18455,5.63033,6.81235,6.13233,6.23108,7.11432,5.35209,5.87836,6.0382,6.41964,6.58474,5.76737,6.3368,5.73745,6.2432,5.87567,7.03707,6.85031,6.11531,5.46812,6.02231,6.57919,246.674,6.16286,36.5593,206.874,0.377351,6.04642,14.3831,0.614289,111.091
-440.983,0.744031,0.453951,3,7,0,236.574,246.915,253.9,237.664,230.941,246.683,229.989,246.013,284.909,216.528,258.667,223.301,239.261,273.162,243.175,244.437,236.317,238.924,257.117,238.371,252.775,231.171,228.449,239.204,234.039,253.74,256.767,244.286,215.659,240.894,6.20525,6.95419,6.37455,5.04005,6.60411,6.10444,6.09236,6.41839,7.01982,6.05239,6.89793,6.28992,5.95054,6.27315,5.57577,5.89815,6.46557,5.56038,6.18751,6.36514,6.71536,6.00703,5.44059,5.67737,6.85049,6.36406,5.80339,6.22675,5.33656,5.62457,240.926,6.21341,46.0874,252.352,0.183937,6.78877,15.8856,0.428878,104.231
-441.177,1,0.453951,3,7,0,234.84,244.665,253.745,232.768,236.814,243.307,229.378,249.571,284.553,218.444,258.656,224.191,241.402,271.748,244.753,247.967,233.96,236.454,253.326,243.804,248.472,226.474,225.954,240.902,227.662,255.028,254.351,245.96,218.471,243.441,6.39579,7.40069,6.33553,5.27465,6.254,6.225,5.83551,6.42913,6.67537,6.26307,6.66503,6.35833,6.08336,6.68278,5.53877,5.99729,6.34583,5.74049,6.39166,6.41495,6.68443,6.11246,5.7889,6.14697,7.12937,6.60538,5.66461,5.94365,5.73002,5.97335,236.257,6.18459,41.093,401.764,0.343454,6.41038,20.0441,0.586049,100.196
-435.742,0.98997,0.453951,3,7,0,245.763,247.817,252.022,231.825,233.965,252.843,229.214,247.997,282.917,223.265,259.429,231.241,245.104,270.248,239.977,244.918,232.187,244.763,256.222,238.987,251.407,222.168,232.027,244.348,231.493,249.817,253.261,241.588,218.971,240.554,6.02585,7.01934,6.90718,5.55373,7.01024,6.00163,5.75629,6.70871,6.8297,5.97654,7.11743,6.0957,5.9668,6.80336,5.41524,5.71562,6.46771,5.70472,6.51687,6.00052,6.43214,5.88383,5.62739,5.72461,7.5546,6.49499,5.94074,5.2855,5.49558,5.80058,242.615,6.05394,31.4807,155.317,0.311464,5.61077,12.4626,0.558089,109.428
-436.597,0.876041,0.453951,3,7,0,237.252,249.445,247.988,230.292,231.616,245.061,227.446,249.675,282.745,216.528,259.023,219.824,241.288,268.14,243.49,246.223,231.588,241.682,253.21,242.696,250.753,224.973,234.196,244.851,237.195,255.625,256.59,246.752,221.488,241.053,6.01682,7.13358,6.17757,5.44044,6.75451,5.82473,6.10027,6.38168,7.06545,6.09482,6.56631,5.72347,5.97408,6.82143,5.42774,5.80938,6.53489,5.56977,6.55025,6.30823,6.06755,5.65359,5.43634,5.7061,7.0707,6.20365,5.51827,5.34712,5.50058,6.24972,241.381,6.11568,32.0862,222.758,0.297726,5.66447,14.9251,0.545642,106.836
-431.057,0.984004,0.453951,3,7,0,245.573,249.064,257.521,234.517,231.311,255.598,229.882,246.182,282.981,220.369,258.637,231.374,241.687,269.35,244.228,244.606,231.39,239.313,253.582,238.445,246.843,224.287,223.724,246.652,231.523,252.695,253.694,243.126,216.807,239.328,5.86718,6.96763,6.65622,5.21713,6.90135,6.52526,5.87028,6.45061,6.76694,5.47112,7.03743,6.20826,6.14815,6.79155,5.31491,6.19326,6.25914,6.13108,6.46527,5.81514,6.72747,5.66178,5.85266,6.32006,6.66572,6.62492,6.09084,6.16919,5.77895,6.07669,244.093,6.19837,35.0694,176.372,0.275774,5.92194,13.2805,0.525141,107.729
-439.518,0.787711,0.453951,3,7,0,239.641,245.009,252.718,231.057,228.719,246.531,227.378,247.584,284.366,218.864,257.33,230.359,245.319,267.642,237.144,244.642,228.649,239.599,256.166,242.492,245.183,228.148,233.594,242.865,237.035,251.211,255.943,241.834,216.072,239.487,5.61611,7.03845,6.13352,5.47827,6.68255,6.15128,6.06772,6.12471,6.89582,5.48832,7.06945,6.49536,6.56876,6.74521,5.28824,5.84849,5.95232,6.02948,6.67364,6.07153,5.96476,5.84365,5.4087,5.47304,6.86826,6.38531,5.89298,6.04275,6.14628,6.27617,234.753,6.21344,39.0791,228.521,0.228162,6.25133,15.1169,0.477663,98.0578
-446.665,0.792974,0.453951,3,7,0,238.039,242.57,255.132,236.306,227.399,246.341,225.654,245.752,279.736,218.4,261.262,228.261,241.293,265.479,243.111,242.731,233.019,236.923,257.246,244.706,242.578,228.365,230.147,248.524,236.032,253.397,251.243,248.993,217.05,241.436,6.20484,7.51563,6.56759,5.1935,6.86234,6.20374,5.56474,6.08762,7.2986,5.89589,6.84612,6.37864,6.42447,6.86592,5.52421,6.18287,6.08054,5.81536,6.71169,5.58799,6.18265,5.66208,5.58241,5.62782,7.00256,5.8665,5.39619,5.79692,5.55788,5.83241,236.963,6.17224,38.3626,245.196,0.360714,6.19375,15.6587,0.600595,101.173
